"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=coords,acconly"
"Access Time","Mon 2017-03-13 20:35:32 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","coords,acconly"
"Elapsed Time","0.168"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"1100372","occ","","","138944","Periplaneta sphodra","species","257182","Middle Miocene","","15.97","11.608","36942","118.714996","36.549999"
"1100376","occ","","","138945","Kalotermes nigellus","species","257188","Middle Miocene","","15.97","11.608","36942","118.714996","36.549999"
"1100377","occ","","","138946","Kalotermes nisus","species","257189","Middle Miocene","","15.97","11.608","36942","118.714996","36.549999"
"1100378","occ","","","138945","Kalotermes fossus","species","257190","Middle Miocene","","15.97","11.608","36942","118.714996","36.549999"
"1100404","occ","","","123985","Progeotrupes jurassicus","species","256385","Early Tithonian","","150.8","145","49017","11.145000","48.910000"
"1100714","occ","","","138972","Blattodea","order","170227","Aegean","Bithynian","247.2","242","44661","20.382000","51.011002"
"1104694","occ","","","122986","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.065000","53.630001"
"1104696","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104697","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104698","occ","","","123987","Blattula intercalata","species","201907","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104699","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104700","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104701","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104702","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104703","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104704","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104705","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104706","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104707","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104708","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1104709","occ","","","123987","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","37201","12.105000","53.615002"
"1105200","occ","","","139730","Blattodea","order","170227","Stephanian","","306.95","298.9","44928","-80.689003","40.414001"
"1105208","occ","","","139734","Phylomylacris reisbachensis","species","258977","Stephanian B","","304.8","303.4","44933","6.905000","49.359699"
"1105211","occ","","","139734","Phylomylacris reisbachensis","species","258977","Stephanian B","","304.8","303.4","44933","6.905000","49.359699"
"1105263","occ","","","123144","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8341","11.145000","48.910000"
"1106051","occ","","","133578","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8357","11.145000","48.910000"
"1106256","occ","","","139876","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8346","11.145000","48.910000"
"1106363","occ","","","122586","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8346","11.145000","48.910000"
"1107728","occ","","","140161","Atimoblatta reducta","species","260305","Atokan","","318.1","311.45","45266","-80.224998","41.235001"
"1107729","occ","","","140161","Blattodea","order","170227","Atokan","","318.1","311.45","45266","-80.224998","41.235001"
"1107732","occ","","","140162","Brachymylacris bassleri","species","260308","Moscovian","","315.2","307","45266","-79.065002","41.160000"
"1107733","occ","","","140162","Ptilomylacris medialis","species","260310","Moscovian","","315.2","307","45266","-79.065002","41.160000"
"1107734","occ","","","140162","Dictyomylacris","genus","230145","Moscovian","","315.2","307","45266","-79.065002","41.160000"
"1107735","occ","","","140162","Phthinomylacris pauper","species","260311","Moscovian","","315.2","307","45266","-79.065002","41.160000"
"1107736","occ","","","140162","Archimylacridae","family","191946","Moscovian","","315.2","307","45266","-79.065002","41.160000"
"1108095","occ","","","123493","Garmitermes succineus","species","260585","Priabonian","","38","33.9","45298","19.940001","54.869999"
"1108096","occ","","","123493","Termopsis ukapirmasi","species","260586","Priabonian","","38","33.9","45298","19.940001","54.869999"
"1108097","occ","","","123493","Termopsis bremii","species","200461","Priabonian","","38","33.9","45298","19.940001","54.869999"
"1108098","occ","","","123493","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","45298","19.940001","54.869999"
"1108099","occ","","","140221","Electrotermes affinis","species","260606","Priabonian","","38","33.9","45339","19.940001","54.869999"
"1108100","occ","","","140221","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","45339","19.940001","54.869999"
"1108101","occ","","","140221","Parastylotermes robustus","species","260604","Priabonian","","38","33.9","45339","19.940001","54.869999"
"1108414","occ","","","122982","Anaplecta","genus","260724","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108415","occ","","","122982","Cariblatta","genus","260728","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108416","occ","","","122982","Cariblatta","genus","260728","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108417","occ","","","122982","Euthlastoblatta","genus","260730","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108418","occ","","","122982","Holocompsa","genus","260731","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108419","occ","","","122982","Pseudosymploce","genus","260733","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108420","occ","","","122473","Euthlastoblatta","genus","260730","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108421","occ","","","122473","Plectoptera","genus","260732","Burdigalian","Langhian","20.44","13.82","45337","-70.750000","19.583332"
"1108443","occ","","","127644","Mastotermes bournemouthensis","species","260753","Lutetian","","47.8","41.3","45339","-2.090000","50.674999"
"1108444","occ","","","21976","Mastotermes anglicus","species","217464","Priabonian","","38","33.9","45339","-1.360000","50.737999"
"1108445","occ","","","117246","Mastotermes croaticus","species","260755","Sarmatian","","12.7","11.608","45339","15.918000","46.165001"
"1108446","occ","","","109058","Miotermes randeckensis","species","260757","MN 5","","15.97","13.65","45339","9.530000","48.570000"
"1108447","occ","","","109058","Termitinae","subfamily","181625","MN 5","","15.97","13.65","45339","9.530000","48.570000"
"1108541","occ","","","140292","Blattodea","order","170227","Cenomanian","","100.5","93.9","45361","-94.438004","44.278999"
"1108542","occ","","","140292","Blattodea","order","170227","Cenomanian","","100.5","93.9","45361","-94.438004","44.278999"
"1108593","occ","","","123991","Termes","genus","195819","Holocene","","0.0117","0","45380","39.340000","-6.870000"
"1108950","occ","","","122352","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108951","occ","","","140371","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108952","occ","","","122922","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108953","occ","","","122352","Cratomastotermes wolfschwenningeri","species","228536","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108954","occ","","","140371","Cratomastotermes wolfschwenningeri","species","228536","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108955","occ","","","140371","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108956","occ","","","140371","Cratokalotermes santanensis","species","228549","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108957","occ","","","122352","Meiatermes hariolus","species","261059","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108958","occ","","","122557","Meiatermes hariolus","species","261059","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1108959","occ","","","122922","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","45425","-39.700001","-7.125000"
"1109464","occ","","","140454","Kashmiroblatta","genus","236685","Artinskian","","290.1","279.3","45462","75.089996","33.875000"
"1109466","occ","","","140455","Phyloblatta (Phyloblatta) xiangningensis","species","261248","Sakmarian","","295.5","290.1","45465","110.989998","35.990002"
"1109467","occ","","","140455","Phyloblatta (Carbonoblatta) sinica","species","261250","Sakmarian","","295.5","290.1","45465","110.989998","35.990002"
"1109468","occ","","","140455","Metaxyblatta gancaoshanensis","species","261251","Sakmarian","","295.5","290.1","45465","110.989998","35.990002"
"1109469","occ","","","140455","Shanxiblatta suni","species","261253","Sakmarian","","295.5","290.1","45465","110.989998","35.990002"
"1109470","occ","","","140455","Shanxiblatta striata","species","261254","Sakmarian","","295.5","290.1","45465","110.989998","35.990002"
"1109471","occ","","","140455","Paucineura hsui","species","261257","Sakmarian","","295.5","290.1","45465","110.989998","35.990002"
"1109473","occ","","","140457","Hsuopterites rotundus","species","261262","Sakmarian","","295.5","290.1","45466","109.839996","35.000000"
"1109477","occ","","","140458","Phyloblatta (Phyloblatta) rara","species","261269","Artinskian","","290.1","279.3","45467","112.400002","37.830002"
"1109478","occ","","","140458","Sardyoblatta (Bifurciblatta) pectinata","species","261276","Artinskian","","290.1","279.3","45467","112.400002","37.830002"
"1109578","occ","","","138882","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-92.705002","17.195000"
"1109579","occ","","","140210","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-93.425003","17.070000"
"1109580","occ","","","140209","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-92.910004","17.330000"
"1109582","occ","","","140478","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-93.214996","17.094999"
"1109583","occ","","","138881","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-92.915001","17.299999"
"1109584","occ","","","140212","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-92.709999","17.174999"
"1109585","occ","","","140218","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-92.199997","17.040001"
"1109586","occ","","","124467","Mastotermes electromexicus","species","261456","Early Miocene","","23.03","15.97","5091","-92.714996","17.139999"
"1109587","occ","","","122982","Constrictotermes electroconstrictus","species","261458","Burdigalian","Langhian","20.44","13.82","5877","-70.750000","19.583332"
"1109588","occ","","","123422","Constrictotermes electroconstrictus","species","261458","Burdigalian","Langhian","20.44","13.82","5877","-70.750000","19.583332"
"1109589","occ","","","122982","Nasutitermes electronasutus","species","261459","Burdigalian","Langhian","20.44","13.82","5877","-70.750000","19.583332"
"1109590","occ","","","106432","Nasutitermes electrinus","species","261460","Early Miocene","","23.03","15.97","5877","-92.716667","17.150000"
"1109591","occ","","","124470","Nasutitermes electrinus","species","261460","Early Miocene","","23.03","15.97","5877","-92.910004","17.330000"
"1109592","occ","","","140369","Nasutitermes electrinus","species","261460","Early Miocene","","23.03","15.97","5877","-92.910004","17.330000"
"1110530","occ","","","140652","Parastylotermes washingtonensis","species","261809","Langhian","","15.97","13.82","33328","-117.430000","47.610001"
