"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=acconly"
"Access Time","Wed 2017-03-08 23:30:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","0.177"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"984171","occ","","","105018","Samaroblatta acuminata","species","202218","Pliensbachian","Toarcian","190.8","174.1","37913"
"984172","occ","","","125340","Samaroblatta kuznetskiensis","species","202219","Toarcian","Aalenian","182.7","170.3","37913"
"984173","occ","","","105018","Itchetuja aculeata","species","202221","Pliensbachian","Toarcian","190.8","174.1","37913"
"984174","occ","","","105017","Itchetuja aculeata","species","202221","Oxfordian","","163.5","157.3","37913"
"984263","occ","","","106695","Blattula pachohymena","species","202366","Bajocian","Bathonian","170.3","166.1","37962"
"984265","occ","","","106695","Mesoblattina wanbeiensis","species","202364","Bajocian","Bathonian","170.3","166.1","37962"
"984266","occ","","","106695","Blattula kiensis","species","202374","Bajocian","Bathonian","170.3","166.1","37962"
"984267","occ","","","106695","Samaroblatta","genus","191014","Bajocian","Bathonian","170.3","166.1","37962"
"984268","occ","","","106695","Samaroblatta turanica","species","202375","Bajocian","Bathonian","170.3","166.1","37962"
"984269","occ","","","106695","Mesoblattina","genus","201874","Bajocian","Bathonian","170.3","166.1","37962"
"986563","occ","","","118322","Mesoblattina colominasi","species","202872","Barremian","","129.4","125","38101"
"986564","occ","","","118322","Blattodea","order","170227","Barremian","","129.4","125","38101"
"986803","occ","","","118325","Artitocoblatta hispanica","species","202873","Barremian","","129.4","125","38101"
"986836","occ","","","118362","Mesoblattina colominasi","species","202872","Barremian","","129.4","125","56325"
"988666","occ","","","117954","Shartegoblattina colorata","species","203205","Barremian","","129.4","125","38180"
"988667","occ","","","117954","Piniblattella sharingolensis","species","203208","Barremian","","129.4","125","38180"
"988668","occ","","","117954","Vitisma orientalis","species","203211","Barremian","","129.4","125","38180"
"988669","occ","","","117954","Elisama fragmentaria","species","203212","Barremian","","129.4","125","38180"
"988670","occ","","","117954","Svabula vzorkovana","species","203214","Barremian","","129.4","125","38180"
"988672","occ","","","117954","Blattodea","order","170227","Barremian","","129.4","125","38180"
"988673","occ","","","118911","Shartegoblattina colorata","species","203205","Barremian","","129.4","125","38180"
"988674","occ","","","118911","Elisama fragmentaria","species","203212","Barremian","","129.4","125","38180"
"988675","occ","","","118912","Kridla stastia","species","203220","Albian","","113","100.5","38185"
"988676","occ","","","118913","Vitisma occidentalis","species","203222","Early Barremian","","130","125.45","38186"
"988677","occ","","","118913","Vitisma occidentalis","species","203222","Early Barremian","","130","125.45","38186"
"988678","occ","","","103833","Corydiidae","family","179365","Late Berriasian","","145","140.2","38186"
"989442","occ","","","119082","Blattodea","order","170227","Early Cenomanian","","99.6","93.5","38251"
"990649","occ","","","123014","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","38324"
"990650","occ","","","123014","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","38324"
"990657","occ","","","119466","Blattodea","order","170227","Paleocene","","66","56","38341"
"990783","occ","","","119500","Xonpepetla rinconensis","species","204261","Late Campanian","","83.5","70.6","38350"
"991264","occ","29556","","117342","Mesoblattina minima","species","247426","Late Berriasian","","145","140.2","43005"
"991400","occ","","","119697","Mesoblattinidae","family","56640","Late Hauterivian","","136.4","130","38390"
"993902","occ","","","120036","Periplaneta eocaenica","species","205050","MP 11","","48.6","40.4","38439"
"993903","occ","","","120036","Periplaneta relicta","species","205051","MP 11","","48.6","40.4","38439"
"993904","occ","","","120036","Blattidae","family","71738","MP 11","","48.6","40.4","38439"
"994132","occ","","","114018","Ulmeriella cockerelli","species","205056","Chattian","","28.1","23.03","38442"
"994133","occ","","","114018","Ulmeriella cockerelli","species","205056","Chattian","","28.1","23.03","38442"
"995529","occ","","","113685","Protectobia primordialis","species","205083","Thanetian","","59.2","56","38448"
"995530","occ","","","113685","Ectobia arverniensis","species","205086","Thanetian","","59.2","56","38448"
"995531","occ","","","113685","Ectobia menatensis","species","205087","Thanetian","","59.2","56","38448"
"995532","occ","","","113685","Chopardia spinipes","species","205089","Thanetian","","59.2","56","38448"
"995533","occ","","","113685","Prostylopyga gigantea","species","205091","Thanetian","","59.2","56","38448"
"995534","occ","","","113685","Zeunera madeleinae","species","205093","Thanetian","","59.2","56","38448"
"995535","occ","","","120351","Zeunera madeleinae","species","205093","Thanetian","","59.2","56","53100"
"995536","occ","","","113685","Zeunera superba","species","205094","Thanetian","","59.2","56","38448"
"995537","occ","","","113685","Eoplaneta desforesti","species","205096","Thanetian","","59.2","56","38448"
"995538","occ","","","113685","Periplaneta houlberti","species","205097","Thanetian","","59.2","56","38448"
"995539","occ","","","120352","Eoplaneta desforesti","species","205096","Thanetian","","59.2","56","53100"
"995540","occ","","","113685","Gyna obesa","species","205100","Thanetian","","59.2","56","38448"
"995549","occ","","","113685","Neotermes grassei","species","205120","Thanetian","","59.2","56","38448"
"995550","occ","","","120351","Kalotermes piacentinii","species","205118","Thanetian","","59.2","56","53100"
"996925","occ","","","117672","Blattodea","order","170227","Late Miocene","","11.608","5.333","38556"
"997930","occ","","","120623","Ulmeriella rubiensis","species","206158","Whitneyan","","33.3","30.8","38582"
"1000380","occ","","","121473","Blatta sundgaviensis","species","207439","Early Oligocene","","33.9","28.4","38738"
"1002091","occ","","","121977","Reticulitermes creedei","species","208330","Late Oligocene","","28.4","23.03","38796"
"1002269","occ","","","122010","Blaberites rhenana","species","208653","MP 30","","28.4","23.03","38815"
"1002270","occ","","","122010","Nyctibora elongata","species","208659","MP 30","","28.4","23.03","38815"
"1002271","occ","","","122010","Ectobius glabellus","species","208661","MP 30","","28.4","23.03","38815"
"1002272","occ","","","122010","Eotermes grandaeva","species","208666","MP 30","","28.4","23.03","38815"
"1002273","occ","","","122010","Ulmeriella bauckhorni","species","208670","MP 30","","28.4","23.03","38815"
"1002274","occ","","","122010","Ulmeriella bauckhorni","species","208670","MP 30","","28.4","23.03","38815"
"1002275","occ","","","122010","Kalotermes rhenanus","species","208677","MP 30","","28.4","23.03","38815"
"1002276","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1002277","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1002278","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1002279","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1002280","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1002281","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1002282","occ","","","122010","Reticulitermes holmgreni","species","208679","MP 30","","28.4","23.03","38815"
"1003123","occ","","","122090","Paralatindia saussurei","species","207837","Bridgerian","","50.3","46.2","5136"
"1003124","occ","","","106384","Zetobora brunneri","species","207838","Chadronian","","37.2","33.9","5136"
"1003125","occ","","","106384","Homoeogamia ventriosa","species","207839","Chadronian","","37.2","33.9","5136"
"1004140","occ","","","122247","Triassoblatta triquestra","species","210077","Carnian","","237","228","38918"
"1004141","occ","","","122246","Triassoblatta triquestra","species","210077","Carnian","","237","228","38918"
"1004142","occ","","","122246","Triassoblatta ovata","species","210083","Carnian","","237","228","38918"
"1004143","occ","","","122246","Triassoblatta grandis","species","210084","Carnian","","237","228","38918"
"1004144","occ","","","122246","Triassoblatta obtusa","species","210085","Carnian","","237","228","38918"
"1004145","occ","","","122246","Triassoblatta intramedia","species","210088","Carnian","","237","228","38918"
"1004146","occ","","","122246","Triassoblatta jonesi","species","210089","Carnian","","237","228","38918"
"1004147","occ","","","122248","Triassoblatta dehiscens","species","210087","Carnian","","237","228","38918"
"1004148","occ","","","122248","Triassoblatta ovata","species","210083","Carnian","","237","228","38918"
"1004637","occ","","","106102","Asioblatta punctata","species","210250","Callovian","Oxfordian","166.1","157.3","8446"
"1004638","occ","","","106102","Latiblatta lativalvata","species","210253","Callovian","Oxfordian","166.1","157.3","8446"
"1004639","occ","","","105971","Karatavoblatta longicaudata","species","210241","Callovian","Oxfordian","166.1","157.3","8446"
"1004640","occ","","","105971","Subioblatta karatavica","species","210242","Callovian","Oxfordian","166.1","157.3","8446"
"1004641","occ","","","105971","Rhipidoblattinopsis latitergata","species","210245","Callovian","Oxfordian","166.1","157.3","8446"
"1004642","occ","","","105971","Latiblatta lativalvata","species","210253","Callovian","Oxfordian","166.1","157.3","8446"
"1004643","occ","","","106101","Subioblatta karatavica","species","210242","Callovian","Oxfordian","166.1","157.3","8446"
"1004644","occ","","","106101","Rhipidoblattina maculata","species","210243","Callovian","Oxfordian","166.1","157.3","8446"
"1004645","occ","","","106101","Rhipidoblattinopsis latitergata","species","210245","Callovian","Oxfordian","166.1","157.3","8446"
"1004646","occ","","","106101","Rhipidoblatta fusca","species","210247","Callovian","Oxfordian","166.1","157.3","8446"
"1004647","occ","","","106101","Rhipidoblatta brevivalvata","species","210248","Callovian","Oxfordian","166.1","157.3","8446"
"1004648","occ","","","106101","Asioblatta punctata","species","210250","Callovian","Oxfordian","166.1","157.3","8446"
"1004649","occ","","","106101","Kazachiblattina asiatica","species","210251","Callovian","Oxfordian","166.1","157.3","8446"
"1004650","occ","","","106101","Latiblatta lativalvata","species","210253","Callovian","Oxfordian","166.1","157.3","8446"
"1004651","occ","","","106101","Blattula brevicaudata","species","210254","Callovian","Oxfordian","166.1","157.3","8446"
"1004735","occ","","","103273","Khanitermes acutipennis","species","210261","Aptian","","125","113","38934"
"1004736","occ","","","103657","Khanitermes acutipennis","species","210261","Aptian","","125","113","38934"
"1005016","occ","","","122333","Stantoniella cretacea","species","210415","Middle Campanian","Late Campanian","83.5","70.6","5079"
"1005022","occ","","","122334","Ptiloteuthis foliatus","species","210418","Early Albian","","112.03","109","56757"
"1005621","occ","","","122407","Termopsis gracilipennis","species","210920","Early Oligocene","","33.9","28.4","38999"
"1005622","occ","","","122407","Ectobius","genus","208660","Early Oligocene","","33.9","28.4","38999"
"1005773","occ","","","122469","Santonitermes chloeae","species","211359","Late Albian","","105.3","99.6","39026"
"1005774","occ","","","122469","Isoptera","infraorder","71739","Late Albian","","105.3","99.6","39026"
"1005775","occ","","","122470","Isoptera","infraorder","71739","Early Cenomanian","","99.6","93.5","39026"
"1005776","occ","","","122469","Syagriotermes salomeae","species","211362","Late Albian","","105.3","99.6","39026"
"1005780","occ","","","122471","Lebanotermes veltzae","species","211364","Late Barremian","","130","125.45","39026"
"1005783","occ","","","122471","Isoptera","infraorder","71739","Late Barremian","","130","125.45","39026"
"1005784","occ","","","122471","Isoptera","infraorder","71739","Late Barremian","","130","125.45","39026"
"1005785","occ","","","122471","Isoptera","infraorder","71739","Late Barremian","","130","125.45","39026"
"1005995","occ","","","122507","Archimylacridae","family","191946","Kasimovian","","307","303.7","39053"
"1006008","occ","","","122487","Termitidae","family","179827","Chattian","","28.1","23.03","38999"
"1006250","occ","","","122524","Orthomylacris mansfieldi","species","200965","Westphalian D","","311.45","306.95","39059"
"1006251","occ","","","122525","Orthomylacris pauperata","species","211830","Westphalian C","","314.6","311.45","39059"
"1006252","occ","","","122526","Phyloblatta occidentalis","species","211831","Kasimovian","","307","303.7","39059"
"1006253","occ","","","122527","Archimylacris paucinervis","species","211832","Westphalian D","","311.45","306.95","39059"
"1006254","occ","","","122528","Metachorus testudo","species","211833","Westphalian D","","311.45","306.95","39059"
"1006423","occ","26286","","122564","Phylomylacris mantidioides","species","201120","Westphalian C","","314.6","311.45","37755"
"1006442","occ","","","114472","Necymylacris heros","species","201064","Westphalian C","","314.6","311.45","37755"
"1006452","occ","","","122573","Archimylacris parallelum","species","201146","Westphalian C","","314.6","311.45","37755"
"1006453","occ","","","117474","Mylacris pennsylvanica","species","200962","Westphalian","","318.1","306.95","37755"
"1006454","occ","","","122575","Mylacris anthracophila","species","200963","Bashkirian","","323.2","315.2","48808"
"1006456","occ","","","117474","Orthomylacris mansfieldi","species","200965","Westphalian","","318.1","306.95","37755"
"1006457","occ","","","122525","Orthomylacris pittstoniana","species","200967","Westphalian C","","314.6","311.45","37755"
"1006458","occ","","","122522","Simplicius simplex","species","200968","Westphalian D","","311.45","306.95","37755"
"1006459","occ","","","114472","Necymylacris lacoana","species","201063","Westphalian C","","314.6","311.45","37755"
"1006461","occ","","","122576","Etoblattina primaeva","species","201065","Westphalian D","","311.45","306.95","49286"
"1006462","occ","","","122577","Archimylacridae","family","191946","Stephanian","","306.95","298.9","50814"
"1006463","occ","","","122578","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","50653"
"1006465","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","48841"
"1006466","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","50019"
